type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-201626. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-201626	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-201626	M-201626			1	male					present	Fluid, Whole Body, With Skin							Note in catalog: Fore and hind limbs, genitalia; received from NY Z																										;;;;;;;											; ; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									male		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-254572. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-254572	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-254572	M-254572	B 1207		1	female					present																																		Africa;Ethiopia;;;;;;	Africa				Ethiopia	ET					Africa; Ethiopia; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									female		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-60568. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-60568	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-60568	M-60568		N.Y.Z.S.	1	male					present	Not Mounted, Disarticulated																																	ZOO;ZOO;;;;;;											ZOO; ZOO; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									male		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-80126. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-80126	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-80126	M-80126			1	male					present	Skull, Cranium and Mandible, Not Mounted																																	;;;;;;;											; ; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									male		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject					Angelo State University. Angelo State Natural History Collections (ASNHC) - Mammalogy Collection. Record ID: 2983c932-51cc-4fce-980a-0f391189bd41. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_mammals (source published on 2015-03-06)	http://portal.vertnet.org/o/asnhc/mammals?id=2983c932-51cc-4fce-980a-0f391189bd41				ASNHC	Mammals		PreservedSpecimen				2983c932-51cc-4fce-980a-0f391189bd41	5668		Dowler, Robert C		undetermined				managed		skull																																											Bronx Zoo	New York Zoological Society, Bronx Zoo																																																									Theropithecus gelada						Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species		(Rnppell, 1835)	gelada baboon										Unknown		Angelo State University. Angelo State Natural History Collections (ASNHC) - Mammalogy Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_mammals (source published on 2015-03-06)	f9772d3a-db34-4a33-baa0-7a016a970358	9c0a8aa8-4ce7-49ba-aac7-21a97234f886	marcia.revelez@angelo.edu	Marcia Revelez	2015-03-06	2016-07-22	no migrator	0	0	1	0		specimen	0
PhysicalObject	2018-04-05 15:54:29.0	CC0			California Academy of Sciences. CAS Mammalogy (MAM). Record ID: urn:catalog:CAS:MAM:32680. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=mam (source published on 2019-07-23)	http://portal.vertnet.org/o/cas/mam?id=urn-catalog-cas-mam-32680				CAS	MAM		PreservedSpecimen				urn:catalog:CAS:MAM:32680	32680	RB4784	R. Bandar		female	Adult			managed		SK							Skull plus mandibles. No data about date. Captive at Oakland Zoo. Cataloged as part of the Bandar collection move in 2018.																										North America; USA; California; Alameda Co.	North America				USA		California	Alameda Co.		Captive at Oakland Zoo																																																										Theropithecus gelada					Animalia; Chordata; Mammalia; Primates; Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada														Adult	F		California Academy of Sciences. CAS Mammalogy (MAM). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=mam (source published on 2019-07-23)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	mflannery@calacademy.org	Maureen Flannery	2019-07-23	2019-08-04	no migrator	0	0	1	0	0	specimen	0
PhysicalObject	2016-12-16T15:07:30.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: 1c958046-fbe6-4844-bddc-160f9dc48f73. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=1c958046-fbe6-4844-bddc-160f9dc48f73	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				1c958046-fbe6-4844-bddc-160f9dc48f73	146208	FCNN21			male														2645082									230306																Africa, Ethiopia: Ethiopean	Africa				Ethiopia					Ethiopean																																																										Theropithecus gelada					Animalia Chordata Mammalia Primates Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada															Male		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-12-16T14:43:07.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: aa257905-5016-47e7-9cf3-02774c35cef7. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=aa257905-5016-47e7-9cf3-02774c35cef7	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				aa257905-5016-47e7-9cf3-02774c35cef7	143477	5	L. S. Dillon						managed										2642351									71093																Zoo					Zoo																																																															Theropithecus gelada					Animalia Chordata Mammalia Primates Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada																	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	1	0	0	specimen	0
PhysicalObject	2016-12-16T14:43:08.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: fd91c13f-e2dc-465d-855e-b0a14f48e518. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=fd91c13f-e2dc-465d-855e-b0a14f48e518	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				fd91c13f-e2dc-465d-855e-b0a14f48e518	143478	18	L. S. Dillon																2642352									71094																Africa, Ethiopia, Ethiopean	Africa				Ethiopia																																																															Theropithecus gelada					Animalia Chordata Mammalia Primates Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada																	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2015-05-13 11:34:10.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1885-462. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-ac-1885-462				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1885-462	AC-1885-462																																																																																																															Theropithecus gelada Rüppell, 1835																	Rüppell, 1835													Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2012-01-24 14:09:15.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1904-161. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-ac-1904-161				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1904-161	AC-1904-161		Roger		female																																																																																																											Theropithecus gelada Rüppell, 1835																	Rüppell, 1835											F		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2013-02-18 16:23:55.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1934-251. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-ac-1934-251				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1934-251	AC-1934-251				female																																																																																																											Theropithecus gelada Rüppell, 1835																	Rüppell, 1835											F		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2011-03-02 15:17:34.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1971-10. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-ac-1971-10				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-1971-10	AC-1971-10				female																																																																																																											Theropithecus gelada Rüppell, 1835																	Rüppell, 1835											F		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-07-13 10:02:07.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1931-836. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-mo-1931-836				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1931-836	MO-1931-836		Kissornerguhis, O.|Kissornerguhis, O.		female	Ad																																																																																																										Theropithecus gelada Rüppell, 1835																	Rüppell, 1835										Ad	F		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-07-13 10:02:07.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1934-1419. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-mo-1934-1419				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1934-1419	MO-1934-1419		Kissornerguhis, Léon|Kissornerguhis, Léon		male	Ad																																																																																																										Theropithecus gelada Rüppell, 1835																	Rüppell, 1835										Ad	M		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2015-06-18 12:20:05.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1962-229. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-mo-1962-229				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1962-229	MO-1962-229		null, Léon		male	Ad																							?-02-11					2	11	?-02-11																																																																												Theropithecus gelada Rüppell, 1835																	Rüppell, 1835										Ad	M		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-07-13 10:02:07.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1968-1493. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-mo-1968-1493				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1968-1493	MO-1968-1493		Roger|Roger			Ad																																							Afrique				Ethiopie	ET																																																														Theropithecus gelada Rüppell, 1835																	Rüppell, 1835										Ad			Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-07-13 10:02:07.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1997-2155. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-mo-1997-2155				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1997-2155	MO-1997-2155		Schimper, Bernard|Schimper, Bernard		female	Juv																																							Afrique				Ethiopie	ET																																																														Theropithecus gelada Rüppell, 1835																	Rüppell, 1835										Juv	F		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2014-09-18	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: 1c45fc57-cc0f-484b-ae1a-2cfe9025f5f9. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=1c45fc57-cc0f-484b-ae1a-2cfe9025f5f9	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "Skull", "recordtype": "Mammal Group Part", "parttype": "Skull", "created": "2014-09-18", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "kindofcollection": "Dry", "dqi": "No errors", "relatedresourceid": "1c45fc57-cc0f-484b-ae1a-2cfe9025f5f9"}	1c45fc57-cc0f-484b-ae1a-2cfe9025f5f9	1939.3450									present							NHMUK:ecatalogue:4279103																											| Abyssinia |  |  |  |  |  |	Africa										Abyssinia																																																									Theropithecus gelada					Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN											Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
PhysicalObject	2009-02-26	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: 1f96d557-767e-45f6-9628-ae94e060920f. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=1f96d557-767e-45f6-9628-ae94e060920f	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "skin", "recordtype": "Mammal Group Part", "created": "2007-05-28", "donorname": "Baker, S. (Sir)", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "dqi": "No errors", "relatedresourceid": "1f96d557-767e-45f6-9628-ae94e060920f"}	1f96d557-767e-45f6-9628-ae94e060920f	1857.3.14.1				male	adult				present							NHMUK:ecatalogue:4072114																											| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia																																																									Theropithecus gelada					Animalia | Chordata | Mammalia | Primates |  | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN								adult	male		Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
PhysicalObject	2009-02-26	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: 594f829d-5d21-4d79-96d2-b8c00d375164. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=594f829d-5d21-4d79-96d2-b8c00d375164	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "skin", "recordtype": "Mammal Group Part", "created": "2007-05-28", "donorname": "Frankfurt Museum", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "dqi": "No errors", "relatedresourceid": "594f829d-5d21-4d79-96d2-b8c00d375164"}	594f829d-5d21-4d79-96d2-b8c00d375164	1842.8.15.15				male	adult				present							NHMUK:ecatalogue:4070784																											| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia																																																	paralectotype								Theropithecus gelada					Animalia | Chordata | Mammalia | Primates |  | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN								adult	male		Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
